Innotech-Execaire Aviation Group,NA,(514) 420-2900,www.innotech-execaire.com,,"10225 Ryan Avenue, Dorval, QC, H9P 1A2, Canada",https://www.wingsmagazine.com/mro-directory/,
FlyRite Accessory Overhauls Ltd.,NA,"(780) 439-6020  ,(888) 439-6020 Fax: ,(780) 439-6106",flyrite.ca,,"101, 9615 - 56 Avenue NW, Edmonton, AB, T6E0B2, Canada",https://www.wingsmagazine.com/mro-directory/,
PPG,NA,"(905) 629-5668 Fax: ,(905) 629-7999",www.ppgaerospace.com,,"5676 Timberlea Blvd, Mississauga, ON, L4W 4M6, Canada",https://www.wingsmagazine.com/mro-directory/,
Innotech-Execaire Aviation Group,NA,"(905) 677-2484  ,(888) 483-7070 Fax: ,(905) 673-8733",www.innotech-execaire.com,,"Toronto Pearson International Airport 2450 Derry Road East, Hangar 7, Mississauga, ON, L5S 1B2, Canada",https://www.wingsmagazine.com/mro-directory/,
Voyageur Aviation Corp.,NA,(705) 476-1750,www.voyav.com,,"1500 Airport Road, North Bay, ON, P1B 8G2, Canada",https://www.wingsmagazine.com/mro-directory/,
Duncan Aviation,NA,"(269) 969-8400  ,(800) 525-2376 Fax: ,(269) 969-8432",www.DuncanAviation.aero,,"15745 S. Airport Rd., Battle Creek, MI, 49015, USA",https://www.wingsmagazine.com/mro-directory/,
KF Aerospace,NA,"(250) 491-5500 Fax: ,(250) 765-1489",www.kfaero.ca/,,"5655 Airport Way, Kelowna, BC, V1V 1S1, Canada",https://www.wingsmagazine.com/mro-directory/,
Skyservice Business Aviation Inc.,NA,"(514) 420-2405  ,(888) 759-7591",www.skyservice.com,,"9785 Ryan Avenue, Montreal, QC, H9P 1A2, Canada",https://www.wingsmagazine.com/mro-directory/,
Duncan Aviation,NA,"(402) 475-2611  ,(800) 228-4277 Fax: ,(402) 475-5541",www.DuncanAviation.aero,,"3701 Aviation Rd., Lincoln, NE, 68524, USA",https://www.wingsmagazine.com/mro-directory/,
Levaero Aviation,NA,"(807) 475-5353  ,(844) 538-2376 Fax: ,(807) 475-5405",www.levaero.com,,"2039 Derek Burney Dr, Thunder Bay, ON, P7K 0A1, Canada",https://www.wingsmagazine.com/mro-directory/,
Skyservice Business Aviation Inc.,NA,"(905) 362-5592  ,(888) 759-7591",www.skyservice.com,,"575 Palmer Road NE, Calgary, AB, T2E 7G4, Canada",https://www.wingsmagazine.com/mro-directory/,
Chartright Air Group,NA,"(905) 671-4674  ,(800) 595-9395",www.chartright.com,,"2450 Derry Road East, Hangar 3, Mississauga, ON, L5S 1B2, Canada",https://www.wingsmagazine.com/mro-directory/,
Skyservice Business Aviation Inc.,NA,"(905) 678-5682  ,(888) 759-7591",www.skyservice.com,,"6120 Midfield Road, Mississauga, ON, L4W 2P7, Canada",https://www.wingsmagazine.com/mro-directory/,
Canadian Propeller,NA,"(204) 227-8104  ,(800) 773-6853",www.canadianpropeller.com,,"462 BROOKLYN ST, WINNIPEG, MB, R3J 1M7, Canada",https://www.wingsmagazine.com/mro-directory/,
USA BORESCOPES,NA,"(931) 362-3304  ,(931) 362-3304 Fax: USA BORESCOPES",www.USABorescopes.com,,"2055 Bearden Road, CLARKSVILLE, TN, 37043, United States",https://www.wingsmagazine.com/mro-directory/,
IMP Aerospace & Defence,NA,(902) 873-2250,www.impaad.com,,"693 Barnes Road, Enfield, NS, B2T IK3, Canada",https://www.wingsmagazine.com/mro-directory/,
Pro Aero Aviation,NA,"(250) 376-6226  ,(800) 667-0522 Fax: ,(250) 376-1995",www.proaeroav.com,,"2965 Airport Road, Kamloops, BC, V2B 7W8, Canada",https://www.wingsmagazine.com/mro-directory/,
Skyservice Business Aviation Inc.,NA,(888) 759-7591,www.skyservice.com,,"1004 Airport Road, Gravenhurst, ON, P1P 1R1, Canada",https://www.wingsmagazine.com/mro-directory/,
"Hope Aero Propeller & Components, Inc.",NA,"(905) 677-8747  ,(800) 268-9900 Fax: ,(905) 677-5935",hopeaero.com,,"7605 Bath Rd., Mississauga, ON, L4T 3T1, Canada",https://www.wingsmagazine.com/mro-directory/,
M1 Composites Technology Inc,NA,(450) 686-8864,www.m1composites.com,,"2460 Michelin, Laval, QC, H7L 5C3, Canada",https://www.wingsmagazine.com/mro-directory/,
Duncan Aviation,NA,"(801) 342-5600 Fax: ,(801) 342-5506",DuncanAviation.aero,,"262 South 3800 West, Provo, UT, 84601, USA",https://www.wingsmagazine.com/mro-directory/,
Western Propeller,NA,"(604) 273-4561 Fax: ,(604) 273-0215",www.westernpropeller.com,,"124-7080 River Rd., Richmond, BC, V6X 1X5, Canada",https://www.wingsmagazine.com/mro-directory/,
EntAir Inc.,NA,"(905) 721-1109  ,(800) 668-4382 Fax: ,(905) 721-2502",www.enterpriseair.ca,,"1190 Keith Ross Dr., Oshawa, ON, L1J 0C7, Canada",https://www.wingsmagazine.com/mro-directory/,
Flying Colours Corp.,NA,"(705) 742-4688 Fax: ,(705) 742-8861",www.flyingcolourscorp.com,,"901 Airport Rd, Peterborough, ON, K9J 0E7, Canada",https://www.wingsmagazine.com/mro-directory/,
PropWorks Propeller Systems,NA,"(780) 457-1910  ,(888) 457-1910 Fax: ,(780) 457-1939",www.propworks.ca,,"#38, 27018 SH 633 Villeneuve Airport, Sturgeon County, AB, T8T 0E3, Canada",https://www.wingsmagazine.com/mro-directory/,
Advanced Composite Structures Inc.,NA,"(204) 982-6565 Fax: ,(204) 982-6555",www.acs-composites.com,,"43 Muir Rd., Winnipeg, MB, R2X 2X7, Canada",https://www.wingsmagazine.com/mro-directory/,
D.W. Electrochemicals Ltd.,NA,"(905) 508-7500 Fax: ,(905) 508-7502",www.stabilant.com,,"97 Newkirk Rd. North, Unit 3, Richmond Hill, ON, L4C 3G4, Canada",https://www.wingsmagazine.com/mro-directory/,
Condor Aircraft Accessories,NA,"(403) 250-3032 Fax: ,(403) 291-9439",www.condorac.com,,"Hgr 5, 620A McTavish Rd. NE, Calgary, AB, T2E 7G6, Canada",https://www.wingsmagazine.com/mro-directory/,
Aero Recip Canada LTD.,NA,"(204) 788-4765  ,(800) 561-5544 Fax: ,(204) 786-2775",www.aerorecip.com,,"540 Marjorie St, Winnipeg, MB, R3H 0S9, Canada",https://www.wingsmagazine.com/mro-directory/,
PropWorks Propeller Systems,NA,"(204) 837-4961  ,(888) 679-2965 Fax: ,(204) 779-3085",www.propworks.ca,,"53 Bannister Rd., Winnipeg, MB, R2R 0P2, Canada",https://www.wingsmagazine.com/mro-directory/,
Premier Aviation,NA,"(418) 800-1325  ,(888) 578-3369 Fax: ,(418) 948-8616",www.premieraviation.ca/,,"800, 8e Rue de L'Aéroport, Quebec City, QC, G2G 2S6, Canada",https://www.wingsmagazine.com/mro-directory/,
Flightline Training Services,NA,(416) 579-5013,www.flightlinetraining.com,,"200 B First Gulf Blvd, Brampton, ON, L6W-4T5, Canada",https://www.wingsmagazine.com/mro-directory/,
PropWorks Propeller Systems,NA,"(780) 457-1910  ,(888) 457-1910 Fax: ,(780) 457-1939",www.propworks.ca,,"#38, 27018 SH 633 Villeneuve Airport, Sturgeon County, AB, T8T 0E3, Canada",https://www.wingsmagazine.com/mro-directory/,
Advanced Composite Structures Inc.,NA,"(204) 982-6565 Fax: ,(204) 982-6555",www.acs-composites.com,,"43 Muir Rd., Winnipeg, MB, R2X 2X7, Canada",https://www.wingsmagazine.com/mro-directory/,
D.W. Electrochemicals Ltd.,NA,"(905) 508-7500 Fax: ,(905) 508-7502",www.stabilant.com,,"97 Newkirk Rd. North, Unit 3, Richmond Hill, ON, L4C 3G4, Canada",https://www.wingsmagazine.com/mro-directory/,
L3Harris,NA,(450) 476-4000,https://engage.l3harris.com/canadafighter/p/1?_ga=2.148562679.1549726997.1651695751-1294793534.1646940504,,"10000 Rue Helen Bristol, Mirabel, QC, J7N 1H3, Canada",https://www.wingsmagazine.com/mro-directory/,
Genaire Limited,NA,"(905) 684-1165 Fax: ,(905) 684-2412",www.genaireltd.com,,"468 Niagara Stone Road, Niagara-on-the-Lake, ON, L0S 1J0, Canada",https://www.wingsmagazine.com/mro-directory/,
Saxon Aerospace Inc.,NA,"(866) 254-1288  ,(866) 254-1288 Fax: ,(866) 254-1288",www.saxonaerospace.com,,"320 5385 216 St, Langley, BC, V2Y2N3, Canada",https://www.wingsmagazine.com/mro-directory/,
BAC Aerospace,NA,(613) 909-8747,https://www.bacaero.com/,,"634 Landry St, Rockland, ON, K4K 1K7, Canada",https://www.wingsmagazine.com/mro-directory/,
AIRINC,NA,"(613) 749-1015 Fax: ,(613) 749-0021",www.airinc.ca,,"205 Catherine Street, Suite 400, Ottawa, ON, K2P1C3, Canada",https://www.wingsmagazine.com/mro-directory/,
Sabre Aircraft Tools,NA,(800) 595-3890,www.sabretools.com,,"6080-3rd Line Road, Bainsville, ON, K0C 1E0, Canada",https://www.wingsmagazine.com/mro-directory/,
AVMAX,NA,(403) 291-2464,www.avmax.com,,"2055 Pegasus Rd, Calgary, AB, AB T2E 8C3, Canada",https://www.wingsmagazine.com/mro-directory/,
Aviation Intertec Services,NA,"(807) 625-9260 Fax: ,(807) 625-9261",https://www.aviationintertec.com/,,"Suite 300, 100 Princess St., Thunder Bay, ON, P7E 6S2, Canada",https://www.wingsmagazine.com/mro-directory/,
ACI Jet,NA,(805) 548-1350,https://mro.acijet.com,,"4751 Aviadores Way, San Luis Obispo, CA, 93401, United States of America",https://www.wingsmagazine.com/mro-directory/,
WinAir,NA,"(519) 691-0919 Fax: ,(519) 691-0849",https://winair.ca/,,"120 Bessemer Rd., London, ON, N6E 1R2, Canada",https://www.wingsmagazine.com/mro-directory/,
CSU Canadian Specialty Underwriting Inc,NA,"(519) 752-8956  ,(866) 865-8785 Fax: ,(866) 259-9273",www.lossoflicense.ca,,"99 Wayne Gretzky Parkway Suite 118, BRANTFORD, ON, N3T 6T6, Canada",https://www.wingsmagazine.com/mro-directory/,
"Dallas Airmotive, Inc.",NA,(214) 956-3001,www.dallasairmotive.com,,"2988 W. Walnut Hill Lane, DFW Airport, TX, 75261, United States",https://www.wingsmagazine.com/mro-directory/,
Brampton Flight Centre,NA,"(905) 838-1400  ,(800) 387-2534 Fax: ,(905) 838-3612",https://www.bramptonflightcentre.com/,,"13691 McLaughlin Road North PO Box 27 Stn Cheltenham, Caledon, ON, L7C3L7, Canada",https://www.wingsmagazine.com/mro-directory/,
Mint Turbines,NA,"(581) 995-8481  ,(800) 284-0606",,,"2915 North State Highway 99, Stroud, OK, 74079-4756, United States",https://www.wingsmagazine.com/mro-directory/,
Action Aero Inc.,NA,"(902) 370-3311 Fax: ,(902) 370-3313",www.actionaero.com,,"91 Watts Avenue, CHARLOTTETOWN, PE, C1E 2B7, Canada",https://www.wingsmagazine.com/mro-directory/,
Q1 Aviation Ltd.,NA,(905) 678-1234,https://www.q1aviation.com,,"7537 Kimbel Street, Mississauga,, ON, L5S 1A7, Canada",https://www.wingsmagazine.com/mro-directory/,
Arcfield Canada,NA,(403) 295-4770,www.arcfield.ca,,"6732 8 St NE, Calgary, AB, T2E 7L1, Canada",https://www.wingsmagazine.com/mro-directory/,
"Jet Support Services, Inc. (JSSI)",NA,(312) 644-4444,www.jetsupport.com,,"167 North Green Street Suite 1300, Chicago, IL, 60607, United States",https://www.wingsmagazine.com/mro-directory/,
Jazz Technical Services (JTS),NA,(902) 873-5652,www.jazztechnicalservices.com,,"310 Goudey Drive, Enfield, NS, B2T 1M6, Canada",https://www.wingsmagazine.com/mro-directory/,
StandardAero,NA,(480) 377-3100,www.standardaero.com,,"6710 N. Scottsdale Road Suite 250, Scottsdale, AZ, 85253, United States",https://www.wingsmagazine.com/mro-directory/,
New United Goderich Inc.,NA,"(519) 228-6052 Fax: ,(519) 228-7117",www.newunitedgoderich.com,,"403 Canada Ave., Huron Park, ON, N0M 1Y0, Canada",https://www.wingsmagazine.com/mro-directory/,
Mid-Canada Mod Center,NA,"(905) 673-9918  ,(888) 428-4669 Fax: ,(905) 673-9915",www.midcanadamod.com,,"2450 Derry Road East Hangar 9, Mississauga, ON, L5S 1B2, Canada",https://www.wingsmagazine.com/mro-directory/,
WAAS Aerospace,NA,(514) 360-8066,www.waasaerospace.com,,"4745, Ch. de la Savane, Saint-Hubert, QC, J3Y 9G1, Canada",https://www.wingsmagazine.com/mro-directory/,
Trescal Canada,NA,(888) 774-6665,www.trescal.ca,,"4407 Rue Charleroi, Montreal, QC, H1H1T6, Canada",https://www.wingsmagazine.com/mro-directory/,
